annual_inc,emp_title,verification_status,address,application_type,dti,loan_amnt,installment,loan_status,pan_match,aadhaar_name_match,address_match,employer_match,salary_itr_match,bank_salary_match,metadata_suspicious,edited_in_photoshop,ocr_confidence,income_difference_pct,is_document_fraud
51500.0,Crittenton Women's Union,Not Verified,"USS Crawford
FPO AA 48052",INDIVIDUAL,5.27,6000.0,195.73,Fully Paid,1,0,1,1,0,1,0,0,79.84,18.28,0
20000.0,Service Technician,Not Verified,"22497 Mary Street Suite 181
East Danielleberg, VA 70466",INDIVIDUAL,31.39,4725.0,162.99,Fully Paid,1,1,0,1,1,1,0,0,98.97,29.56,0
55000.0,Safety Manager,Source Verified,"058 Stone Ridge Apt. 944
East Kevinburgh, AZ 30723",INDIVIDUAL,19.53,9000.0,280.46,Fully Paid,1,1,1,1,1,1,0,0,94.5,14.83,0
37000.0,Eligibility Specialist ,Not Verified,"1274 Carpenter Canyon
New Robert, UT 00813",INDIVIDUAL,11.64,7000.0,239.21,Fully Paid,1,1,1,1,1,1,0,0,80.18,0.53,0
46000.0,auditor,Source Verified,"65603 Gutierrez Flats
Port Eric, KS 86630",INDIVIDUAL,30.6,8000.0,283.6,Charged Off,1,0,1,1,0,1,0,0,70.87,,0
16000.0,Fitness Formula Clubs,Not Verified,"7696 Morris Summit
North Alexisland, DC 48052",INDIVIDUAL,24.9,4750.0,166.53,Fully Paid,0,1,0,1,1,0,0,0,78.41,41.87,1
65300.0,Production Planning Management,Source Verified,"PSC 4822, Box 9142
APO AP 30723",INDIVIDUAL,11.51,12000.0,276.31,Fully Paid,1,1,1,1,0,1,0,0,73.71,17.06,0
36000.0,lpn,Verified,"USCGC Smith
FPO AA 70466",INDIVIDUAL,13.27,5000.0,170.87,Charged Off,1,1,1,1,1,1,0,0,82.85,45.57,0
95000.0,Assistant Service Manager,Not Verified,"88649 Lane Center
Kimberlymouth, HI 48052",INDIVIDUAL,19.81,10000.0,306.45,Fully Paid,1,1,1,1,0,1,0,0,98.19,38.97,0
55000.0,RESPIRATORY THERAPIST,Verified,"2524 Nicholas Pike Apt. 121
Ronaldchester, TN 05113",INDIVIDUAL,17.91,4450.0,164.3,Fully Paid,1,1,1,1,1,1,0,0,85.38,5.58,0
52000.0,drywall finisher,Verified,"169 Jonathan Overpass Suite 536
South Josephhaven, OK 30723",INDIVIDUAL,20.52,12000.0,403.12,Fully Paid,1,1,1,1,1,1,0,0,83.43,46.84,0
38000.0,Administrative Services Manager,Not Verified,"02146 Russell Spurs Apt. 535
Bakerchester, GA 22690",INDIVIDUAL,23.47,4000.0,125.68,Fully Paid,1,1,0,0,1,1,0,0,76.47,47.95,1
75000.0,St Johns medical center,Verified,"848 Jocelyn Trace
Longview, ID 05113",INDIVIDUAL,7.33,18000.0,600.88,Fully Paid,1,1,1,1,1,1,0,0,88.64,43.08,0
141815.28,Naval Officer,Verified,"114 Lynn Haven
Sweeneymouth, NH 00813",INDIVIDUAL,33.73,32000.0,805.13,Fully Paid,1,1,1,1,1,1,0,0,83.66,40.91,0
103000.0,Deputy Sheriff,Source Verified,"PSC 7679, Box 7010
APO AP 00813",INDIVIDUAL,24.75,14000.0,464.94,Fully Paid,1,1,1,1,1,1,0,0,93.18,23.56,0
49180.0,Agent,Not Verified,"027 Carroll Plaza
South Sydneymouth, NH 11650",INDIVIDUAL,8.54,8500.0,278.24,Charged Off,1,1,1,0,1,1,0,0,85.48,4.53,0
45000.0,Paramedic,Not Verified,"06936 Shaw Square
Zacharyfort, MD 70466",INDIVIDUAL,16.19,8000.0,252.14,Fully Paid,0,1,0,1,1,1,0,0,96.6,3.66,0
33500.0,DRIVER,Verified,"0066 Hall Parkways
New Michael, MI 48052",INDIVIDUAL,34.08,13375.0,489.74,Charged Off,1,1,1,1,1,1,0,0,93.49,47.49,0
60000.0,Data Analyst,Source Verified,"3127 Richard Island
Port Jasminefurt, TN 22690",INDIVIDUAL,12.12,10000.0,364.29,Fully Paid,1,1,1,1,1,1,0,0,74.35,47.9,0
53000.0,union laborer,Not Verified,"4789 Lowe Pines
Youngview, AK 93700",INDIVIDUAL,8.15,8000.0,255.04,Charged Off,1,1,1,1,1,1,0,0,74.08,22.95,1
160000.0,engineer,Verified,"USNV Kelly
FPO AA 29597",INDIVIDUAL,6.58,30000.0,1025.19,Fully Paid,1,1,1,0,1,1,0,0,70.73,18.32,0
21360.0,hyatt place,Verified,"718 Mitchell Green
Sydneyfort, OK 70466",INDIVIDUAL,2.64,2400.0,77.73,Fully Paid,1,1,1,1,1,1,0,0,81.07,38.05,0
60000.0,Account  supervisor,Not Verified,"799 Brian Port Suite 070
Susantown, CT 29597",INDIVIDUAL,18.86,4200.0,131.97,Fully Paid,1,1,1,1,1,1,0,0,71.64,14.28,0
49000.0,Cypress Fairbanks Indepen. School Dist.,Not Verified,"53126 Sanford Manor Apt. 215
Kathyborough, WA 05113",INDIVIDUAL,15.23,5400.0,175.87,Fully Paid,1,1,1,0,1,1,0,0,83.5,12.96,0
160000.0,Director,Source Verified,"Unit 3226 Box 8890
DPO AE 05113",INDIVIDUAL,17.34,30000.0,747.2,Fully Paid,1,1,1,1,0,1,0,0,77.24,45.88,0
110000.0,Speech Therapist,Verified,"460 Joshua Route
Johnchester, TX 11650",INDIVIDUAL,19.98,24000.0,560.44,Charged Off,1,1,1,1,1,1,0,0,84.95,5.8,0
47000.0,Deputy Sheriff,Not Verified,"776 Thomas Forks Apt. 853
Port Wandaside, LA 05113",INDIVIDUAL,18.72,10500.0,348.71,Fully Paid,1,1,1,1,1,1,0,0,74.75,43.48,1
30000.0,Factory Worker,Source Verified,"17198 Holly Cape
Christianstad, FL 29597",INDIVIDUAL,35.04,5475.0,182.87,Fully Paid,0,1,1,1,1,0,0,0,86.48,31.0,0
110000.0,TECHNICAL DIRECTOR,Verified,"0133 Thomas Fords
West Jesse, GA 22690",INDIVIDUAL,9.95,33950.0,1248.26,Fully Paid,1,1,0,1,1,1,0,0,98.99,,0
37000.0,Lowes,Verified,"4097 Steven Rest
Parkshire, ID 48052",INDIVIDUAL,19.36,12000.0,289.34,Charged Off,1,1,1,1,1,1,0,0,89.12,16.95,0
32000.0,Kaiser Permanente,Not Verified,"Unit 5351 Box 0829
DPO AA 70466",INDIVIDUAL,20.14,10050.0,338.87,Fully Paid,0,1,0,1,1,1,0,0,86.93,7.3,0
43000.0,Production Manager,Source Verified,"USS Tucker
FPO AP 70466",INDIVIDUAL,28.91,11350.0,384.35,Charged Off,1,1,1,1,0,1,0,0,93.64,45.54,0
113700.0,President,Source Verified,"1119 Johnson Way Suite 000
West Denise, GA 70466",INDIVIDUAL,31.68,24000.0,750.86,Charged Off,1,1,1,0,0,1,0,0,70.17,12.27,0
54396.0,Macy's,Verified,"40084 Misty Port Apt. 637
East Patricia, ND 70466",INDIVIDUAL,22.24,4500.0,149.96,Fully Paid,1,1,1,0,0,1,0,0,78.47,37.04,1
85000.0,Johnson & Johnson,Verified,"50874 Moore Estates
North Richardmouth, PA 30723",INDIVIDUAL,10.07,20000.0,659.37,Fully Paid,1,1,1,0,1,1,0,0,99.61,28.14,0
40000.0,Patience care technician ,Verified,"90206 Allen Fords Suite 260
Robertville, OK 00813",INDIVIDUAL,32.82,14400.0,407.02,Fully Paid,1,1,1,1,1,1,0,0,93.48,30.84,0
49000.0,Customer Service Team Leader,Source Verified,"6289 Hernandez Fords Apt. 761
West Carolyntown, IN 48052",INDIVIDUAL,21.58,11000.0,362.9,Charged Off,0,1,1,1,1,1,0,0,72.71,27.84,0
33200.0,Executive Services Representative,Verified,"7385 Carlson Station Apt. 371
Lopezstad, TN 70466",INDIVIDUAL,29.03,8200.0,277.6,Fully Paid,1,1,1,1,1,1,0,0,79.79,29.0,0
150000.0,Nurse RN,Source Verified,"014 Amy Landing Apt. 455
Port Kimberly, AZ 70466",INDIVIDUAL,3.06,35000.0,1269.73,Fully Paid,1,1,1,1,1,1,0,0,83.2,16.33,0
130000.0,Project Controls Engineer,Not Verified,"02233 Julie Avenue Suite 605
East Nicole, ID 00813",INDIVIDUAL,20.43,15000.0,482.25,Fully Paid,1,1,1,1,1,1,0,0,98.04,15.13,0
50000.0,fabco,Verified,"260 Khan Walk
Moorestad, OK 70466",INDIVIDUAL,30.77,5000.0,187.07,Charged Off,0,1,1,1,1,1,0,0,87.59,30.47,0
70000.0,Compass,Source Verified,"Unit 4061 Box 1923
DPO AA 70466",INDIVIDUAL,13.61,8800.0,296.98,Fully Paid,1,1,1,1,1,1,0,0,72.32,21.96,0
93300.0,Lead Engineer,Verified,"USNS Rodriguez
FPO AP 70466",INDIVIDUAL,7.5,10000.0,340.18,Fully Paid,1,0,1,1,1,1,0,0,85.27,12.38,0
50000.0,Cooper Electric,Source Verified,"4537 Sherri Cape Apt. 253
Grahamview, ND 70466",INDIVIDUAL,6.65,8000.0,277.72,Fully Paid,1,1,1,1,1,1,0,0,78.68,38.68,0
60000.0,Technician,Verified,"665 Young Avenue
Barkerborough, MT 48052",INDIVIDUAL,28.28,15000.0,415.57,Charged Off,1,1,1,1,1,1,0,0,80.16,,0
39000.0,Director,Source Verified,"900 Alan Drives Apt. 101
New Bradleyfort, CO 30723",INDIVIDUAL,13.83,14025.0,480.44,Fully Paid,1,1,1,1,1,1,0,0,73.43,27.0,0
82000.0,Materiew Review (Quality),Verified,"533 Blevins Plaza
Shannonborough, LA 48052",INDIVIDUAL,18.86,8000.0,303.38,Fully Paid,1,1,1,0,1,1,0,0,83.76,30.41,0
90000.0,Thomson Reuters,Not Verified,"245 Mclean Hills Apt. 722
Reginaldburgh, MA 05113",INDIVIDUAL,8.91,6000.0,210.36,Fully Paid,1,1,1,0,1,1,0,0,90.08,39.82,0
160000.0,Assistant superintendent ,Not Verified,"473 Goodwin Coves
Davisland, MT 70466",INDIVIDUAL,11.46,18000.0,572.32,Fully Paid,1,1,1,1,0,1,0,0,92.79,36.0,0
110000.0,Engineering Associate ,Verified,"USS Moore
FPO AP 29597",INDIVIDUAL,11.73,35000.0,1170.71,Fully Paid,0,1,1,1,1,0,1,0,90.86,7.41,1
119303.17,Regional Sales Manager,Source Verified,"9225 Jackson Lock
South Robert, SD 05113",INDIVIDUAL,19.84,10800.0,369.02,Fully Paid,1,1,1,0,1,1,0,0,89.82,25.93,0
50000.0,foreman,Verified,"6755 Estrada Viaduct
Kellyton, ND 22690",INDIVIDUAL,9.53,18150.0,532.63,Charged Off,1,1,1,1,1,0,0,0,96.08,21.55,0
95000.0,citrix systems,Verified,"876 Vincent Pike
East Paigeville, MD 70466",INDIVIDUAL,12.51,12000.0,393.67,Fully Paid,1,1,1,1,0,0,0,0,79.97,11.5,0
85000.0,Pepsico,Verified,"181 Lee Points
Lynchville, GA 70466",INDIVIDUAL,21.16,30000.0,878.61,Charged Off,1,1,1,1,1,1,0,0,76.44,,0
35000.0,Financial Aid Representative,Source Verified,"Unit 0295 Box 1880
DPO AA 29597",INDIVIDUAL,27.95,10000.0,321.13,Fully Paid,1,1,1,1,1,1,0,0,72.68,43.27,0
42000.0,Bartender,Source Verified,"98668 Bailey Flats Suite 982
Mitchellstad, IN 48052",INDIVIDUAL,34.37,10000.0,332.1,Fully Paid,1,1,0,1,0,0,0,0,74.97,42.75,1
70000.0,Assembly lead,Not Verified,"680 Roberts Island
West Pamela, DE 22690",INDIVIDUAL,29.56,10000.0,322.63,Fully Paid,1,1,1,1,1,1,0,0,74.48,26.61,0
70000.0,Dept. Head,Source Verified,"14613 Kathy Mill Apt. 252
East Michaelshire, HI 30723",INDIVIDUAL,9.17,21050.0,529.62,Fully Paid,1,1,1,1,1,1,0,0,97.37,,0
225000.0,Vice President,Source Verified,"20779 Bobby Stravenue Suite 125
Graymouth, IL 48052",INDIVIDUAL,6.71,11500.0,398.54,Charged Off,1,1,1,1,1,0,1,0,75.42,2.14,0
28000.0,Optum Health,Verified,"91662 Ross Hollow
New Tylerland, IN 00813",INDIVIDUAL,15.86,9600.0,216.52,Fully Paid,1,1,1,1,1,1,0,0,72.82,13.5,0
105000.0,Manager of Public Affairs,Source Verified,"53704 Christopher Plaza
Port Christine, ME 05113",INDIVIDUAL,10.85,27000.0,670.88,Fully Paid,1,1,1,1,1,1,0,0,82.01,40.8,0
42000.0,Warehouse Manager,Not Verified,"USS Butler
FPO AA 48052",INDIVIDUAL,25.87,15000.0,481.69,Charged Off,1,1,0,1,1,1,1,0,75.09,5.81,0
165000.0,Ramapo Valley Anesthesia Associates,Verified,"2583 Berg Ridge
Lake Jonathan, AK 22690",INDIVIDUAL,28.57,35000.0,1244.02,Fully Paid,1,0,1,1,1,1,0,0,73.92,24.34,0
65000.0,Pittsburgh Police Department,Verified,"62675 Rosales Park Apt. 956
South Debra, ME 30723",INDIVIDUAL,26.68,2300.0,77.62,Fully Paid,1,1,1,1,1,1,0,0,80.87,30.41,0
78000.0,Branch Manager,Not Verified,"347 Adam Mews Apt. 310
Torresside, MT 00813",INDIVIDUAL,9.37,8400.0,271.64,Fully Paid,1,1,1,0,1,1,0,0,97.58,11.08,0
110000.0,Siemens Industry Inc.,Not Verified,"731 Brandon River Suite 893
Alberttown, MO 70466",INDIVIDUAL,8.54,7000.0,218.13,Fully Paid,1,1,1,1,1,1,0,0,70.91,42.73,1
104000.0,Registered Nurse,Not Verified,"965 Robertson Pass
South Donaldtown, AK 05113",INDIVIDUAL,17.52,24000.0,747.88,Fully Paid,1,0,1,1,1,1,0,1,76.23,34.38,1
152000.0,Tech Consultant III,Source Verified,"14935 Jessica Underpass
Douglasfurt, NM 05113",INDIVIDUAL,10.61,10000.0,248.48,Fully Paid,1,1,1,1,1,1,0,0,94.73,29.83,0
120000.0,Intermountain Rural Electric Association,Verified,"PSC 6183, Box 1467
APO AP 05113",INDIVIDUAL,16.57,20000.0,660.0,Fully Paid,0,1,1,1,1,1,0,0,77.36,46.06,0
60814.0,American Electric Power,Not Verified,"2593 Ricky Turnpike Suite 757
Wendychester, VA 05113",INDIVIDUAL,24.47,8400.0,269.91,Fully Paid,1,1,0,1,1,1,0,0,83.23,33.44,0
38000.0,Pharmacy Tech Lead,Verified,"39791 Nicole Loaf
Maryview, NE 86630",INDIVIDUAL,24.95,6500.0,212.78,Charged Off,1,1,1,1,1,1,0,0,72.96,,0
72000.0,Financial Specialist,Verified,"72579 Wright Tunnel Suite 578
Garyside, VT 00813",INDIVIDUAL,29.37,10000.0,333.53,Fully Paid,1,1,1,1,1,1,0,0,93.86,19.64,0
62000.0,Sr. Workforce Analyst,Verified,"PSC 3731, Box 6680
APO AP 30723",INDIVIDUAL,19.86,19750.0,655.89,Fully Paid,1,1,1,1,1,1,0,0,92.09,37.1,0
110000.0,Manager,Not Verified,"586 Victor Valleys Apt. 245
New Vicki, IL 00813",INDIVIDUAL,35.61,12475.0,344.48,Fully Paid,1,1,1,1,1,1,0,0,73.84,21.06,0
68500.0,Texas Municipal Courts Education Center,Source Verified,"12758 Steven Lodge Suite 500
West Monica, SD 29597",INDIVIDUAL,33.16,16000.0,544.29,Fully Paid,1,1,1,0,1,1,0,0,98.44,7.19,0
17000.0,Bartender waitress ,Source Verified,"874 Allen Springs
Lake Tinaton, AL 93700",INDIVIDUAL,10.45,7000.0,230.94,Charged Off,1,1,1,1,1,1,0,0,87.72,45.07,0
102000.0,Nursing House Supervisor,Verified,"878 Donald Wells
Smithland, FL 00813",INDIVIDUAL,21.56,17000.0,531.94,Fully Paid,1,1,1,1,1,0,0,0,93.94,9.68,0
44000.0,Virginia Farm Bureau,Not Verified,"55720 Mueller Crossing Suite 085
South Andrea, NY 00813",INDIVIDUAL,24.76,17000.0,531.94,Fully Paid,1,1,1,1,1,1,0,0,92.91,0.35,0
21008.0,Inventory Management,Not Verified,"91022 David Stravenue Suite 853
Colemanmouth, AL 86630",INDIVIDUAL,20.74,5825.0,203.67,Charged Off,1,1,1,1,1,1,0,0,85.57,45.91,0
89900.0,"Seabury & Smith, Inc.",Not Verified,"732 Johnson Lake
Aprilland, UT 05113",INDIVIDUAL,13.8,4200.0,142.88,Fully Paid,0,0,1,1,1,1,0,0,92.42,17.42,0
75000.0,Application Support Specialist,Not Verified,"75672 Jennifer Square Suite 799
Barbarastad, AK 30723",INDIVIDUAL,17.22,5000.0,169.32,Fully Paid,1,1,0,1,1,1,0,0,77.13,42.02,0
120000.0,tomball regional hospital,Verified,"48306 Jennifer Isle
South Abigail, TN 00813",INDIVIDUAL,13.96,20000.0,680.45,Fully Paid,1,1,1,1,1,1,0,0,70.64,14.79,0
53000.0,Analyst,Source Verified,"433 Johnson Manors Apt. 414
Kingfort, MT 29597",INDIVIDUAL,11.35,20000.0,654.68,Fully Paid,1,1,1,1,1,1,0,0,80.26,49.41,0
62000.0,Horn beverage,Verified,"47296 Olsen Camp Suite 719
East Patriciaview, NJ 30723",INDIVIDUAL,17.46,27300.0,728.01,Fully Paid,1,1,1,1,1,1,0,0,74.58,43.94,0
40000.0,town of smithfield,Source Verified,"5379 Smith Viaduct Suite 328
Port Christy, MA 05113",INDIVIDUAL,11.52,6000.0,219.18,Fully Paid,1,0,0,1,0,0,0,0,99.43,22.78,1
75000.0,R J Reynolds,Verified,"71877 Peterson Grove Suite 882
Johnsonville, OR 93700",INDIVIDUAL,30.11,31825.0,1123.44,Charged Off,1,1,0,1,1,1,0,0,97.71,37.07,1
45000.0,Loss Prevention,Not Verified,"84513 Sutton Inlet Apt. 262
East Jessemouth, SD 22690",INDIVIDUAL,26.29,16200.0,420.15,Charged Off,1,1,1,1,1,1,0,0,74.32,13.08,0
42500.0,Scott & White,Verified,"3219 Larry Tunnel Suite 692
Stephanieshire, MS 30723",INDIVIDUAL,22.76,20000.0,548.64,Charged Off,1,1,1,1,1,1,0,0,80.32,33.53,0
52000.0,Social Worker,Source Verified,"000 Ronald Gateway Suite 205
Hannahbury, LA 00813",INDIVIDUAL,15.02,2800.0,93.39,Fully Paid,1,1,1,1,1,0,0,0,85.28,42.94,0
135000.0,Radiologist Assistant,Source Verified,"Unit 1536 Box 0777
DPO AP 70466",INDIVIDUAL,17.28,30425.0,1169.04,Charged Off,1,1,1,1,1,1,0,0,81.96,,0
105000.0,Sr. Brand manager,Not Verified,"35187 Danielle Bypass Suite 880
Hollandberg, NH 00813",INDIVIDUAL,7.47,15000.0,456.54,Fully Paid,1,1,1,1,1,1,0,0,91.0,19.11,0
87000.0,Systems Administrator,Source Verified,"3959 Vazquez Flats
East Jerrychester, OR 70466",INDIVIDUAL,22.25,22150.0,760.38,Fully Paid,1,1,1,1,1,1,0,0,85.11,21.72,0
60000.0,traffic manager,Source Verified,"605 Martinez Valleys Apt. 326
Crystalhaven, TN 30723",INDIVIDUAL,12.7,17975.0,522.34,Fully Paid,1,1,0,1,1,1,0,0,86.96,37.95,0
34976.0,LVN,Source Verified,"9281 Thomas Haven Suite 121
Jennifertown, MD 48052",INDIVIDUAL,27.55,7200.0,265.83,Fully Paid,1,1,1,1,0,1,0,0,90.33,25.13,0
80316.0,Harnett County,Verified,"96390 Victor Locks
Washingtonton, RI 22690",INDIVIDUAL,17.97,11575.0,283.27,Fully Paid,1,1,1,1,1,1,0,0,70.71,13.61,0
160000.0,Certified Registered Nurse Anesthetist ,Verified,"32103 Payne Shore Suite 644
Nelsonshire, CA 30723",INDIVIDUAL,20.12,35000.0,1099.85,Fully Paid,1,1,1,1,1,1,0,0,70.37,44.99,0
70000.0,driver,Source Verified,"6417 Anthony Shoals Apt. 812
Esparzashire, OR 29597",INDIVIDUAL,21.09,9000.0,298.89,Fully Paid,1,1,0,1,0,1,0,0,75.34,32.16,0
45000.0,Ceasars Entertainment,Not Verified,"774 Emma Coves
Stevenshire, AK 70466",INDIVIDUAL,28.99,12250.0,425.98,Fully Paid,0,1,1,1,1,1,0,0,91.55,24.43,0
50000.0,ed tech,Not Verified,"0563 Townsend Fort Apt. 184
New Heather, PA 00813",INDIVIDUAL,18.17,10000.0,330.57,Fully Paid,1,1,1,1,1,1,0,0,77.21,44.77,0
50000.0,Jones Lang LaSalle,Verified,"7151 Nelson Shore Suite 541
Jonathanchester, TX 05113",INDIVIDUAL,12.36,5550.0,193.24,Fully Paid,1,1,1,1,1,1,0,0,97.61,42.69,0
48000.0,Stylist,Source Verified,"9544 Perkins Way Apt. 412
East Cathy, MN 48052",INDIVIDUAL,38.83,6525.0,239.81,Charged Off,1,1,1,1,1,1,1,0,72.35,46.95,1
95919.0,Program Analayst,Source Verified,"404 Solis Isle
Stacyton, NC 70466",INDIVIDUAL,22.37,21000.0,661.85,Fully Paid,1,1,0,1,1,1,0,0,87.4,41.2,0
69500.0,Northrop Grumman,Verified,"0403 Martin Ferry
Margaretside, IL 29597",INDIVIDUAL,14.45,23000.0,496.08,Fully Paid,1,1,1,1,0,1,0,0,70.77,45.87,0
75000.0,Budget Administrator,Not Verified,"4536 Mitchell Ford
Susanfurt, TX 30723",INDIVIDUAL,15.44,12000.0,371.96,Fully Paid,1,1,1,1,1,1,0,0,99.16,45.67,0
38000.0,supervisor,Source Verified,"04638 Neal Neck Apt. 755
West Sarah, IN 70466",INDIVIDUAL,13.42,16800.0,363.19,Fully Paid,1,1,1,1,1,1,0,0,76.41,29.94,0
43000.0,lvn.,Source Verified,"USNS Bishop
FPO AE 05113",INDIVIDUAL,17.86,10325.0,366.02,Fully Paid,1,1,1,1,1,1,0,0,87.63,22.4,0
30000.0,Little Ambassadors Academy,Not Verified,"3337 Janet Roads Suite 726
New Jennifer, TN 05113",INDIVIDUAL,24.68,10000.0,350.59,Fully Paid,1,1,1,1,1,1,0,0,98.59,17.52,0
40000.0,BERRY PLASTICS ,Not Verified,"188 Dunn Curve Suite 536
South Jennifer, NE 00813",INDIVIDUAL,16.44,8000.0,293.46,Fully Paid,0,1,1,0,1,1,0,0,70.91,,1
94000.0,City of Oceanside,Not Verified,"53871 Michael Mill Apt. 245
Carlville, DE 48052",INDIVIDUAL,8.94,18000.0,424.92,Fully Paid,1,1,1,1,1,1,0,0,85.38,28.5,0
45000.0,operater,Not Verified,"7697 Scott Avenue Suite 448
Michaelhaven, DC 29597",INDIVIDUAL,18.88,15000.0,522.26,Fully Paid,1,1,1,1,1,1,0,1,85.8,42.68,0
60000.0,Estimator,Source Verified,"2221 Wright Light Apt. 130
Zavalashire, TN 05113",INDIVIDUAL,13.9,10000.0,348.18,Fully Paid,1,0,1,1,1,1,0,1,80.54,5.97,1
135000.0,Pfizer Pharmaceuticals,Verified,"428 Donald Club Apt. 712
Hallhaven, HI 29597",INDIVIDUAL,14.51,30000.0,977.06,Fully Paid,1,1,1,1,1,1,0,0,89.64,19.85,0
92000.0,Information Systems Supervisor,Verified,"03228 Melissa Neck
New Gina, PA 30723",INDIVIDUAL,5.9,30000.0,697.9,Fully Paid,1,1,1,1,1,1,0,0,86.28,25.72,0
93000.0,electicin,Not Verified,"05163 Gilbert Point Suite 996
New Pattymouth, CO 29597",INDIVIDUAL,10.89,18000.0,400.31,Fully Paid,1,1,1,1,1,1,0,0,77.47,24.35,0
46500.0,Application Specialist,Not Verified,"4275 Charles Pine Suite 439
South Jennifer, IL 48052",INDIVIDUAL,24.67,10000.0,338.63,Fully Paid,1,1,1,1,1,1,0,0,91.16,49.31,0
78000.0,Georgia Tech,Not Verified,"USNV Beck
FPO AE 29597",INDIVIDUAL,13.0,9600.0,318.72,Fully Paid,1,1,1,1,0,1,0,0,83.99,26.59,0
40000.0,Truck driver,Verified,"58430 Moore Spur Apt. 541
Port Elizabethstad, ME 30723",INDIVIDUAL,19.74,7200.0,240.15,Fully Paid,0,1,1,1,1,1,0,0,84.11,20.51,0
134000.0,Programmer Analyst,Not Verified,"600 Knight Well Apt. 516
Lake Brenda, MO 70466",INDIVIDUAL,17.26,24000.0,756.4,Fully Paid,1,1,0,0,1,1,0,0,98.56,27.56,0
108000.0,LO,Source Verified,"5486 Robert Falls Suite 566
North Sean, CO 48052",INDIVIDUAL,12.69,7000.0,239.21,Fully Paid,1,1,1,1,1,1,1,0,86.05,4.85,1
34000.0,AMANKRAH & CO (FEDEX GROUND),Not Verified,"78865 Christina Ridge
South Matthewbury, UT 29597",INDIVIDUAL,13.94,6075.0,218.93,Fully Paid,1,1,1,1,1,0,0,0,93.54,16.89,0
140000.0,Front Line Manager,Not Verified,"4887 Newman Parks Suite 310
North Jonathanmouth, AR 00813",INDIVIDUAL,14.27,15000.0,451.73,Fully Paid,1,1,1,1,1,1,0,0,96.02,9.71,0
45000.0,Valley management services,Verified,"8763 Huynh Plains
West Josestad, GA 11650",INDIVIDUAL,34.87,20125.0,516.43,Charged Off,1,1,1,1,1,1,0,0,87.42,28.83,0
75000.0,Sales,Source Verified,"388 Heather Ports Suite 554
Norrisside, NM 86630",INDIVIDUAL,7.98,12000.0,285.42,Charged Off,1,1,1,1,1,0,0,0,93.59,11.0,0
105000.0,UnitedHealth Group,Verified,"455 Ward Throughway Apt. 223
Jamesshire, KY 48052",INDIVIDUAL,8.62,35000.0,515.89,Fully Paid,1,1,1,1,1,1,0,0,79.29,42.98,0
60000.0,Manager,Not Verified,"USNV Myers
FPO AA 11650",INDIVIDUAL,17.01,6050.0,215.67,Charged Off,1,0,0,1,1,1,0,0,75.46,25.9,0
79000.0,Manager,Source Verified,"231 Anthony Ranch Apt. 006
New Angelashire, IA 70466",INDIVIDUAL,7.66,28000.0,948.16,Fully Paid,1,1,1,1,0,1,0,0,90.87,21.41,0
76800.0,Superintendent,Verified,"49143 Cooper Passage
Russoburgh, CA 48052",INDIVIDUAL,19.83,20000.0,638.33,Fully Paid,1,1,1,1,1,1,0,0,97.79,13.71,0
50000.0,Field service tech,Verified,"275 Michael Falls
East Russellchester, AK 29597",INDIVIDUAL,28.28,10000.0,318.75,Fully Paid,0,1,1,1,1,1,0,0,71.27,47.54,0
52000.0,Email Specialist,Not Verified,"71265 Kristopher Turnpike
Port Marcusbury, KY 30723",INDIVIDUAL,20.08,8400.0,264.74,Fully Paid,1,1,1,1,0,1,0,0,92.89,24.43,0
225000.0,Physician,Source Verified,"2579 Johnson Drives
New Rose, SC 29597",INDIVIDUAL,11.0,10000.0,332.1,Fully Paid,0,1,1,0,1,1,0,0,70.85,2.96,0
82000.0,Substation Tech,Source Verified,"916 Fuentes Mall
Jeffreytown, NM 05113",INDIVIDUAL,10.27,8000.0,261.88,Fully Paid,1,1,1,1,1,1,0,1,83.76,39.66,0
84000.0,Marketing Manager,Verified,"52111 Dixon Center
West Jessicaland, MS 00813",INDIVIDUAL,11.57,30000.0,671.74,Fully Paid,1,1,1,0,1,1,0,0,90.32,1.77,0
70000.0,Senior Systems Analyst,Verified,"713 Elizabeth Mill Apt. 747
Piercehaven, CT 93700",INDIVIDUAL,13.1,11200.0,299.86,Charged Off,1,1,1,1,1,1,0,0,82.16,48.82,0
63000.0,Psychotherapist,Not Verified,"35175 Jason Station
Brownport, FL 05113",INDIVIDUAL,19.71,7200.0,224.27,Fully Paid,1,1,1,1,1,1,0,0,79.03,20.07,0
44000.0,New Objective Inc.,Verified,"940 Lara Fields Suite 000
Jonathanland, AR 05113",INDIVIDUAL,18.52,2700.0,83.34,Fully Paid,0,1,0,1,1,0,0,0,75.61,38.69,1
120000.0,Vanguard,Not Verified,"064 Webb Island Apt. 153
New Patrickburgh, CA 29597",INDIVIDUAL,11.56,10000.0,337.47,Fully Paid,1,0,1,1,1,1,0,0,99.34,47.33,0
90000.0,operations engineering tech,Not Verified,"47491 Amber Port Suite 900
Port Amandamouth, MN 05113",INDIVIDUAL,15.55,5500.0,172.81,Fully Paid,1,1,1,1,1,1,0,0,87.11,2.82,0
155000.0,HKD Global Limited,Not Verified,"PSC 7082, Box 0541
APO AE 48052",INDIVIDUAL,5.91,14000.0,426.1,Fully Paid,1,0,1,1,1,1,0,0,73.84,13.31,0
